source,context,tier,ground_truth,prediction,score,correct,matcher,code
Right hilar and level 4R,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,3341006
Left supraclavicular and axillary lymph node FNA,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,234279002
Part B Rt axilla needle core biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,21911005
Left Breast Core biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,122548005
Vulva NOS,fhir_aggregator,content,condition.bodysite.coding,Condition.bodySite.coding,1.0,True,rule,Vulva NOS
Chromosome 1,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,1
controlled,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,controlled
Lt breast core needle biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,122548005
Ficoll,sample-preservation-method,content,specimen.type,Specimen.type,1.0,True,rule,73373003
Gene Level Copy Number,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,Gene Level Copy Number
IIID,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,rule,1222811001
Uterus,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,265056007
Posterior right upper abdomen,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,225162003
Left adnexa,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,1010714005
Skeletal Muscle,metastasis-site,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,127954009
file,fhir_aggregator,content,documentreference.type.coding,DocumentReference.type.coding,1.0,True,rule,file
Skin of chest wall,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,699936004
Pelvic mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,11550001000004102
American Joint Committee on Cancer pM0,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1222591006
PCR+ 30x Coverage WGS v2 (HiSeqX),fhir_aggregator,content,specimen.collection.method.coding,Specimen.collection.method.coding,1.0,True,rule,PCR+ 30x Coverage WGS v2 (HiSeqX)
Liver and intrahepatic bile ducts,fhir_aggregator,content,condition.bodysite.coding,Condition.bodySite.coding,1.0,True,rule,110616008
Right hepatic lobe,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,48521005
T1b2,staging_t,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,rule,1229845007
Raw SV Calls,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,Raw SV Calls
Lung NOS,fhir_aggregator,content,condition.bodysite.coding,Condition.bodySite.coding,1.0,True,rule,Lung NOS
US guided Fine Needle Aspiration: Left Breast Axillary Lymph Node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,80248007
American Joint Committee on Cancer pT0,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1228951007
Prostate biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,65575008
Soft Tissue,anatomical_location.prime,content,specimen.type,Specimen.type,1.0,True,rule,56361007
MuSE Annotation,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,MuSE Annotation
Right iliac,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,997199941000119102
Left Breast,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,392023007
Left Lung/Mediastinum,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,735015005
Right chest excision,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,1290342004
American Joint Committee on Cancer pN2a,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1229959004
Clinical biopsy (non-SMMART)- Liver,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,86259008
American Joint Committee on Cancer pN1b,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1229955005
Copy Number Variation,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,Copy Number Variation
excision,procedure.prime,content,procedure.code,Procedure.code,1.0,True,rule,56361007
Right abdominal mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,81751006
Perirectal,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,276511004
American Joint Committee on Cancer pT4b,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1229866004
Chromosome 4,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,4
Stage IVA,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.type.coding,1.0,True,rule,3203222
Blood Collection,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,713143008
Right lung/pleura,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,735016006
Inflammation of specific body structures or tissue,histology,content,condition.code,Condition.code,1.0,True,rule,363170005
SeSAMe Methylation Beta Estimation,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,SeSAMe Methylation Beta Estimation
Left Breast Mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,392023007
Right level 4 lymph node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,58347006
EBUS Percutaneous Biopsy - FNA,procedure.prime,content,procedure.code,Procedure.code,1.0,True,rule,274314005
Not Reported,staging_grade,content,condition.stage.summary.coding,Condition.stage.type.coding,1.0,True,rule,261665006
right colon,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,51342009
M1b,staging_m,content,condition.stage.summary.coding,Condition.stage.type.coding,1.0,True,rule,1229920008
Open incisional biopsy of left leg mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,416131009
Pancreatic Cancer,condition,content,condition.code,Condition.code,1.0,True,rule,363418001
Right breast modified radical mastectomy with right breast new antero-superior border excision,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,726436000
Cholangiocarcinoma,fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,1.0,True,rule,Cholangiocarcinoma
open,fhir_aggregator,content,documentreference.category.coding,DocumentReference.category.coding,1.0,True,rule,open
N1b,staging_n,content,condition.stage.summary.coding,Condition.stage.type.coding,1.0,True,rule,1229955005
US guided Liver core needle biopsy of right 2.6 x 1.7 cm hepatic lobe mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,86259008
Bladder,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,997199941000119102
Ascites (Abdomen)/ peritoneal fluid,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,440183002
Left axillary mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,301798002
Nab-paclitaxel,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,MedicationAdministration.medicationCodeableConcept.coding,1.0,True,rule,Nab-paclitaxel
R Femur fracture fragments,anatomical_location.prime,content,procedure.code,Procedure.code,1.0,True,rule,735088000
Bone structure of femur,sample_tissue_type,content,specimen.type,Specimen.type,1.0,True,rule,71341001
G1,staging_grade,content,condition.stage.summary.coding,Condition.stage.summary.coding,1.0,True,rule,1228848004
DOXORUBICIN,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,MedicationAdministration.medicationCodeableConcept.coding,1.0,True,rule,DOXORUBICIN
Right liver lobe,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,48521005
Anterior Abdomen Lesion,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,302553009
Right breast and right axilla,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,46662001
"Infiltrating duct carcinoma, NOS",fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,1.0,True,rule,"Infiltrating duct carcinoma, NOS"
Paratracheal lymph node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,59441001
Fallopian Tube,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,62692004
Posterior iliac crest,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,29850006
Left Supraclavicular lymph node (L5),anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,16217501000119107
Right breast new inferior-lateral border excision,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,73056007
Bilateral mastectomy with low axillary dissections,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,rule,76752008
Right abdominal lesion,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,450591007
Complex Mixed and Stromal Neoplasms,fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,1.0,True,rule,1187225007
Abdominal/Omental mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,rule,81751006
N1bIII,staging_n,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,rule,1229955005
case,,entity,Patient,Patient,0.9534801244735718,True,biobert,
project,case,entity,ResearchStudy,Device,0.9134533405303955,False,biobert,
program,project,entity,ResearchStudy,Device,0.9451376795768738,False,biobert,
file,,entity,DocumentReference,Device,0.7889963388442993,False,biobert,
project,cases,entity,ResearchStudy,Device,0.9134533405303955,False,biobert,
project,,entity,ResearchStudy,Device,0.9134533405303955,False,biobert,
program,project,entity,ResearchStudy,Device,0.9451376795768738,False,biobert,
Assay,DocumentReference,entity,ServiceRequest,Observation,0.8297052383422852,False,biobert,
Device,DocumentReference,entity,Device,Device,1.0,True,biobert,
Component,DocumentReference,entity,Observation,Medication,0.9552952647209167,False,biobert,
HTANParticipantID,Patient,entity,Patient,FamilyMemberHistory,0.8677439093589783,False,biobert,
Filename,DocumentReference,entity,DocumentReference,Observation,0.8346277475357056,False,biobert,
FileFormat,DocumentReference,entity,DocumentReference,DocumentReference,0.8071720004081726,True,biobert,
HTANDataFileID,DocumentReference,entity,DocumentReference,FamilyMemberHistory,0.8568697571754456,False,biobert,
HTANParentBiospecimenID,Specimen,entity,Specimen,FamilyMemberHistory,0.8510275483131409,False,biobert,
Checksum,DocumentReference,entity,Observation,Medication,0.8351438641548157,False,biobert,
HTANBiospecimenID,Specimen,entity,Specimen,FamilyMemberHistory,0.8479939103126526,False,biobert,
HTANParentID,Specimen,entity,Specimen,DocumentReference,0.8632228374481201,True,biobert,
HTANParentDataFileID,DocumentReference,entity,DocumentReference,DocumentReference,0.8541529178619385,True,biobert,
TimepointLabel,Specimen,entity,Observation,DocumentReference,0.8680634498596191,False,biobert,
StartDaysfromIndex,Patient,entity,Observation,FamilyMemberHistory,0.8233492374420166,False,biobert,
StopDaysfromIndex,Patient,entity,Observation,FamilyMemberHistory,0.8037368059158325,False,biobert,
SentinelLymphNodeCount,Patient,entity,Observation,FamilyMemberHistory,0.8769118785858154,False,biobert,
SentinelNodePositiveAssessmentCount,Patient,entity,Observation,FamilyMemberHistory,0.849555492401123,False,biobert,
TumorExtranodalExtensionIndicator,Condition,entity,Observation,FamilyMemberHistory,0.819830060005188,False,biobert,
SatelliteMetastasisPresentIndicator,Patient,entity,Observation,FamilyMemberHistory,0.828819751739502,False,biobert,
OtherBiopsyResectionSite,Patient,entity,Observation,DocumentReference,0.8455964922904968,False,biobert,
ExtentofTumorResection,Patient,entity,Observation,FamilyMemberHistory,0.8314861059188843,False,biobert,
PriorSitesofRadiation,Patient,entity,Observation,FamilyMemberHistory,0.8844000101089478,False,biobert,
Immunosuppression,MedicationAdministration,entity,Observation,MedicationAdministration,0.7896521687507629,False,biobert,
